status,score,match_type,side,match_addr,fecha,suceso,observacio,emergencia,prevencion,direccion,geocod,barrio,lon,lat
M,100,A,L,7186 JUSTO JUAN B,2014/01/03,OTROS,DESAGOTE,0,0,JUAN B JUSTO 7186,7186 JUSTO JUAN B,PATERNAL,-58.4917,-34.6275
M,100,A,R,1127 SAAVEDRA,2014/01/03,OTROS,VERIFICACION DE PARED DE UNA VIVIENDA APUNTALADA POR GUARDIA DE AUXILIO,0,0,SAAVEDRA 1127,1127 SAAVEDRA,SAN CRISTOBAL,-58.4013,-34.6227
M,100,M,"",ANTEZANA & VIRASORO VALENTIN,2014/01/03,ESCAPE DE GAS,MEDICIONES CON RDO NEGATIVO,0,0,ANTEZANA Y VIRASORO,ANTEZANA & VIRASORO,VILLA SANTA RITA,-58.4456,-34.6055
M,100,M,L,5436 BATLLE Y ORDOÃ‘EZ JOSE PT,2014/01/03,OTROS,FALTANTE DE VIGAS (FISURAS EN PARED Y TECHO) Y HUMEDAD EN DORMITORIOS DE UNA VIVIENDA,0,0,ORDOÃ‘EZ 5436,5436 BATLLE Y ORDOÃ‘EZ JOSE P.T.,VILLA LUGANO,-58.4708,-34.6763
M,100,A,L,480 RINCON,2014/01/03,OTROS,VERIFICACION DE DESPRENDIMIENTO DE MAMPOSTERIA,0,0,RINCON 480,480 RINCON,SAN CRISTOBAL,-58.3961,-34.615
M,100,A,L,1550 CALDERON DE LA BARCA PEDRO,2014/01/03,OTROS,TRASLADO DE OBITO,0,0,CALDERON DE LA BARCA 1550,1550 CALDERON DE LA BARCA PEDRO,LINIERS,-58.5075,-34.6252
M,100,A,L,732 SALVADORES CNEL,2014/01/04,EMANACIONES,CONTENEDORES DE BASURA CON ALIMENTOS EN DESCOMPOSICION,0,0,CORONEL SALVADORES 732/52,732 SALVADORES CNEL,BOCA,-58.3608,-34.6428
M,100,A,R,3745 PARAGUAY,2014/01/04,ESCAPE DE GAS,NO SE DETECTA ANOMALIA ALGUNA,0,0,PARAGUAY 3745,3745 PARAGUAY,PALERMO,-58.4164,-34.5907
M,100,A,"",BLANCO ENCALADA & TRIUNVIRATO,2014/01/04,ESCAPE DE GAS,NO SE DETECTA ANOMALIA ALGUNA,0,0,BLANCO ENCALADA Y TRIUNVIRATO,BLANCO ENCALADA & TRIUNVIRATO,VILLA URQUIZA,-58.4854,-34.575
M,100,A,"",OTERO & LEIVA,2014/01/04,INCENDIO,EN UN ARBOL.QUEDA SIN EFECTO POR ORDEN DEL CUCC,0,0,OTERO Y LEIVA,OTERO & LEIVA,CHACARITA,-58.4515,-34.5937
M,100,A,R,4671 CORRIENTES,2014/01/04,INCENDIO,EN CAMARA ELECTRICA SOFOCADA POR TERCEROS,0,0,CORRIENTES 4671,4671 CORRIENTES,VILLA CRESPO,-58.4315,-34.6021
M,100,A,L,4870 SANTANDER,2014/01/04,ARBOLES CAIDOS,TROZADO DE RAMA DE GRAN PORTE COLGANDO CON PELIGRO PARA TERCEROS,0,0,SANTANDER 4870,4870 SANTANDER,PARQUE CHACABUCO,-58.476,-34.6647
M,100,A,L,3742 PERON EVA,2014/01/04,INCENDIO,EN BUZON ELECTRICO,0,0,EVA PERON 3742,3742 PERON EVA,FLORES,-58.4673,-34.6465
M,100,A,L,132 MONTIEL,2014/01/04,OTROS,CABLES CAIDOS DE TELEFONIA SIN RIESGOS A TERCEROS,0,0,MONTIEL 132,132 MONTIEL,LINIERS,-58.5263,-34.6407
M,100,M,"",PLAZA & RUIZ HUIDOBRO,2014/01/04,DERRAME,COMBUSTIBLE,0,0,PLAZA 4300,4300 PLAZA,SAAVEDRA,-58.4885,-34.5517
M,100,M,L,5674 MONROE,2014/01/04,OTROS,PERSONAS ATRAPADAS.POR ORDEN DEL CUCC SUCESO QUEDA SIN EFECTO,0,0,MONROE 564,564 MONROE,VILLA URQUIZA,-58.4927,-34.5781
M,100,A,L,3500 IRIARTE GRAL,2014/01/04,OTROS,VERIFICACION DE ESTRUCTURA DE UNA VIVIENDA POR INCENDIO,0,0,IRIARTE 3500 MZ 18 BIS,3500 IRIARTE GRAL,FLORES,-58.3965,-34.6515
M,100,A,L,1752 GOROSTIAGA,2014/01/05,INCENDIO,EN DEPOSITO DE LA EMPRESA COTO,0,0,GOROSTIAGA 1752,1752 GOROSTIAGA,PALERMO,-58.4373,-34.5665
M,100,A,"",GRECIA & PAZ GRAL,2014/01/05,DERRAME,GASOIL,0,0,GRECIA Y GRAL PAZ,GRECIA & PAZ GRAL,SAAVEDRA,-58.47,-34.537
M,100,A,"",BUNGE INT & FIGUEROA ALCORTA PRES,2014/01/05,ARBOLES CAIDOS,TROZADO DE RAMA DE GRAN PORTE CAIDA SOBRE VEHICULO PARTICULAR,0,0,INTENDENTE BUNGE Y ALCORTA,BUNGE INT & FIGUEROA ALCORTA PRES,PALERMO,-58.43,-34.5572
M,100,A,L,1830 GONZALEZ JOAQUIN V,2014/01/05,OTROS,VERIFICACION POR VIBRACION EN VEREDA Y HUMO.ZONA SIN SUMINISTRO ELECTRICO,0,0,JOAQUIN V GONZALEZ 1830,1830 GONZALEZ JOAQUIN V,VILLA SANTA RITA,-58.493,-34.6165
M,100,A,R,2667 ARTIGAS JOSE GERVASIO GRAL,2014/01/05,INCENDIO,EN TABLERO ELECTRICO,0,0,ARTIGAS 2667,2667 ARTIGAS JOSE GERVASIO GRAL,VILLA DEVOTO,-58.4815,-34.6021
M,100,A,"",LAVALLE & SANCHEZ DE BUSTAMANTE,2014/01/05,ACCIDENTE DE TRANSITO,CHOQUE ENTRE MOTO Y AUTO,0,0,LAVALLE Y SANCHEZ DE BUSTAMANTE,LAVALLE & SANCHEZ DE BUSTAMANTE,SAN NICOLAS,-58.414,-34.6011
M,100,A,"",USPALLATA & SAENZ,2014/01/05,INCENDIO,EN AMBIENTE DESTINADO A COCINA,0,0,USPALLATA Y SAENZ,USPALLATA & SAENZ,NUEVA POMPEYA,-58.4161,-34.6416
M,100,A,L,1390 PASCO,2014/01/05,OTROS,VERIFICACION CAMARA TELEFONICA.NO SE DETECTO ANOMALIA ALGUNA,0,0,PASCO 1390,1390 PASCO,PARQUE PATRICIOS,-58.3957,-34.6253
M,100,A,R,1721 CHILAVERT MARTINIANO CORONEL,2014/01/05,INCENDIO,VEHICULO PARTICULAR.SOFOCADO POR BOMBEROS,0,0,CHILAVERT 1721,1721 CHILAVERT MARTINIANO CORONEL,VILLA LUGANO,-58.4301,-34.647
M,100,M,L,4278 ZUVIRIA,2014/01/05,INCENDIO,EN LA TERCERA PLANTA DE UN DEPARTAMENTO (BARRIO CILDAÃ‘EZ),0,0,ZUVIRIA 7248,7248 ZUVIRIA,VILLA LUGANO,-58.4733,-34.6578
M,100,M,"",MIRAVE & LUNA,2014/01/05,ARBOLES CAIDOS,TROZADO DE RAMA DE MEDIANO PORTE Y SE DEJA PARA SU RECOLECCION,0,0,MIRAVE 300,300 MIRAVE,PARQUE PATRICIOS,-58.3973,-34.6446
M,100,M,"",CACHI & TRAFUL,2014/01/06,OTROS,SEMAFORO CAIDO SOBRE VEREDA,0,0,CACHI Y EINSTEIN,CACHI & EINSTEIN ALBERTO,NUEVA POMPEYA,-58.4115,-34.6507
M,100,A,L,1400 SEGUROLA,2014/01/06,OTROS,SE PROCEDIO AL SUMINISTRO DE ENERGIA ELECTRICA AL HOSPITAL ROCA,0,0,SEGUROLA 1400,1400 SEGUROLA,MONTE CASTRO,-58.496,-34.6232
M,100,M,L,470 BOLIVIA,2014/01/06,OTROS,COLABORACION EN EL ASCENSO DE UNA PERSONA MAYOR DE EDAD,0,0,470 BOLIVIA,BOLIVIA 470,FLORES,-58.4674,-34.6255
M,91,M,"",9 DE JULIO AVE & BELGRANO AVE,2014/01/06,DERRAME,GASOIL,0,0,9 DE JULIO Y BELGRANO,9 DE JULIO & BELGRANO,MONSERRAT,-58.3812,-34.6131
M,100,A,L,2700 GUALEGUAYCHU,2014/01/06,EMANACIONES,OLORES NAUSEABUNDOS EN CONTENEDOR,0,0,GUALEGUAYCHU 2700,2700 GUALEGUAYCHU,VILLA DEVOTO,-58.5059,-34.6102
M,100,A,"",VALLE ARISTOBULO DEL & HERNANDARIAS,2014/01/06,ARBOLES CAIDOS,TROZADO DE RAMA DE GRAN PORTE Y SE DEJA PARA SU RECOLECCION,0,0,ARISTOBULO DEL VALLE Y HERNANDARIAS,VALLE ARISTOBULO DEL & HERNANDARIAS,BOCA,-58.3683,-34.6354
M,100,A,L,414 BOLIVIA,2014/01/06,OTROS,COLABORACION EN EL DESCENSO DE UNA PERSONA MAYOR DE EDAD,0,0,BOLIVIA 414,414 BOLIVIA,FLORES,-58.4672,-34.626
M,100,A,L,3554 CALVO CARLOS,2014/01/06,OTROS,VERIFICACION DEL CONSUMO ELECTRICO DE UN HOGAR DE ANCIANOS,0,0,CARLOS CALVO 3554,3554 CALVO CARLOS,SAN CRISTOBAL,-58.4155,-34.6238
M,100,A,L,822 VALLESE FELIPE,2014/01/06,OTROS,GRUPO ELECTROGENO.SUMINISTRO ELECTRICO REESTABLECIDO,0,0,FELIPE VALLESE 822,822 VALLESE FELIPE,VILLA LUGANO,-58.4451,-34.6131
M,100,A,R,1777 MUNICH,2014/01/06,RIESGO SANITARIO,BATEA CON FLUIDOS NO IDENTIFICADOS EN OBRA EN CONSTRUCCION,0,0,MUNICH 1777,1777 MUNICH,BELGRANO,-58.4537,-34.5552
M,100,A,R,523 USPALLATA,2014/01/06,OTROS,SE VERIFICO CERCO PERIMETRAL ELECTRIFICADO,0,0,USPALLATA 523/25,523 USPALLATA,PARQUE PATRICIOS,-58.3723,-34.6296
M,100,A,L,3746 RAFAELA,2014/01/06,INCENDIO,EN COCINA,0,0,RAFAELA 3746,3746 RAFAELA,FLORESTA,-58.4785,-34.6356
M,100,A,R,2863 INCLAN,2014/01/06,OTROS,VERIFICACION DE MEDIDOR ELECTRICO DEL CUAL SALIA HUMO,0,0,INCLAN 2863,2863 INCLAN,SAN CRISTOBAL,-58.4044,-34.6303
M,100,A,R,2215 SUAREZ,2014/01/06,OTROS,DESAGOTE DE SOTANO,0,0,SUAREZ 2215,2215 SUAREZ,BARRACAS,-58.3818,-34.6422
M,100,M,L,3824 TANDIL,2014/01/06,OTROS,SUMINISTRO DE ENERGIA ELECTRICA PARA UNA RESIDENCIA GERIATRICA,0,0,TANDIL 3824,TANDIL 3824,PARQUE AVELLANEDA,-58.4772,-34.6404
M,100,M,R,565 PUMACAHUA,2014/01/06,EMANACIONES,NO SE DETECTA ANOMALIA ALGUNA,0,0,PUMACAHUA 565,565 PUMACACHUA,FLORES,-58.4525,-34.6328
M,75,A,R,697 INDEPENDENCIA AVE,2014/01/07,ESCAPE DE GAS,CORTE DE SUMINISTRO POR PERDIDAD DE GAS EN INTERIOR DE UN LOCAL,0,0,INDEPENDENCIA 697,697 INDEPENDENCIA,SAN TELMO,-58.3757,-34.6173
M,100,A,R,3011 GUTIERREZ RICARDO,2014/01/07,ARBOLES CAIDOS,TROZADO DE ARBOL CAIDO SOBRE VEHICULO PARTICULAR Y SE DEJA PARA SU RECOLECCION,0,0,R GUTIERREZ 3011,3011 GUTIERREZ RICARDO,VILLA DEL PARQUE,-58.4921,-34.6009
M,100,A,L,1010 MARTI JOSE,2014/01/07,OTROS,VERIFICACION DE TERRAZA CON AGUA,0,0,JOSE MARTI 1010,1010 MARTI JOSE,FLORES,-58.4655,-34.6429
T,85,A,"",BILBAO FRANCISCO AVE & MARTI JOSE,2014/01/07,INCENDIO,EN COCINA,0,0,F BILBAO Y JOSE MARTI,BILBAO FRANCISCO & MARTI JOSE,FLORES,-58.4684,-34.6407
M,100,A,"",DEL LIBERTADOR & LORETO VIRREY,2014/01/07,EMANACIONES,NO SE DETECTA ANOMALIA ALGUNA,0,0,AV DEL LIBERTADOR Y VIRREY LORETO,DEL LIBERTADOR & LORETO VIRREY,BELGRANO,-58.4427,-34.5622
T,100,A,"",DEL LIBERTADOR & AUSTRIA,2014/01/07,INCENDIO,PANORAMA NORMAL.SE AVISA AL CUCC Y SE REGRESA A BASE,0,0,AV DEL LIBERTADOR Y AUSTRIA,DEL LIBERTADOR & AUSTRIA,PALERMO,-58.3973,-34.5831
M,100,A,L,4600 CORRIENTES,2014/01/07,INCENDIO,POR ORDEN DEL CUCC EL SUCESO QUEDA SIN EFECTO,0,0,CORRIENTES 4600,4600 CORRIENTES,ALMAGRO,-58.43,-34.6023
M,100,A,R,3355 LAVALLE,2014/01/07,DERRUMBE,CAIDA DE TECHO DE CHAPA Y TIRANTES DE MADERA HACIA INT. DE VIVIENDA,0,0,LAVALLE 3355,3355 LAVALLE,ALMAGRO,-58.4133,-34.6013
M,100,A,R,593 CUZCO,2014/01/07,OTROS,SUMINISTRO DE GRUPO ELECTROGENO PARA PERSONA ELECTRODEPENDIENTE,0,0,CUZCO 593,593 CUZCO,VERSALLES,-58.5284,-34.6325
M,100,A,L,3824 TANDIL,2014/01/07,OTROS,RETIRO DE GRUPO ELECTROGENO,0,0,TANDIL 3824,3824 TANDIL,PARQUE AVELLANEDA,-58.4772,-34.6404
T,100,A,R,2717 BALBASTRO,2014/01/07,OTROS,SUMINISTRO DE ENERGIA ELECTRICA A 5 MONOBLOCKS PARA LLENADO DE TANQUES,0,0,BALBASTRO 2717,2717 BALBASTRO,FLORES,-58.4552,-34.6467
M,100,A,L,1068 URQUIZA GRAL,2014/01/07,OTROS,HOMBRE ATRAPADO EN ASCENSOR,0,0,URQUIZA 1068,1068 URQUIZA GRAL,BOEDO,-58.409,-34.6231
M,100,A,L,3020 CONCORDIA,2014/01/07,ARBOLES CAIDOS,TROZADO DE ARBOL CAIDO EN VIA PUBLICA Y SE DEJA PARA SU RECOLECCION,0,0,CONCORDIA 3020,3020 CONCORDIA,VILLA DEL PARQUE,-58.4994,-34.6036
M,100,A,L,1026 LINIERS VIRREY,2014/01/07,ARBOLES CAIDOS,TROZADO DE RAMA CAIDO SOBRE UN BALCON,0,0,VIRREY LINIERS 1026,1026 LINIERS VIRREY,MONSERRAT,-58.4136,-34.6236
M,100,A,L,892 ROMERO,2014/01/07,OTROS,CABLES DE ELECTRICIDAD A GRA ALTURA,0,0,ROMERO 892,892 ROMERO,NUEVA POMPEYA,-58.4136,-34.6565
M,100,A,R,597 BULNES,2014/01/07,OTROS,COLABORACION EN EL ASCENSO DE UNA PERSONA MAYOR DE EDAD,0,0,BULNES 597,597 BULNES,ALMAGRO,-58.4182,-34.6046
M,100,A,"",NAZCA & LOZANO PEDRO,2014/01/07,RECORRIDO POR LLUVIA,SE RECORRE LA ZONA EN FORMA PREVENTIVA Y SE PASA PANORAMA AL CUCC,0,0,NAZCA Y PEDRO LOZANO,NAZCA & LOZANO PEDRO,VILLA DEL PARQUE,-58.4915,-34.5991
M,100,A,R,3151 EREZCANO,2014/01/29,INCENDIO,SOBRE FARDOS DE HILOS EN UN GALPON,0,0,EREZCANO 3151,3151 EREZCANO,NUEVA POMPEYA,-58.4272,-34.655
M,100,A,L,1026 LINIERS VIRREY,2014/01/07,ARBOLES CAIDOS,TROZADO DE RAMA DE GRAN PORTE EN CALZADA Y SE DEJA PARA SU RECOLECCION,0,0,VIRREY LINIERS 1026,1026 LINIERS VIRREY,MONSERRAT,-58.4136,-34.6236
M,100,A,"",MEDRANO & GUARDIA VIEJA,2014/01/07,ARBOLES CAIDOS,RAMAS DE MENOR PORTE Y SE DEJA PARA SU RECOLECCION,0,0,MEDRANO Y GUARDIA VIEJA,MEDRANO & GUARDIA VIEJA,ALMAGRO,-58.4206,-34.6007
M,100,M,"",ESTADO DE ISRAEL & HUMAHUACA,2014/01/08,OTROS,ENTREGA DE AGUA,0,0,HUMAHUACA 4927,4927 HUMAHUACA,ALMAGRO,-58.4312,-34.6009
